n,m,height,block_d,block_type,Lambda,Out,In,Delta,DeltaMertens
2,516,2,3,smooth,-6.2461067655,3.102708e-04,4.658715e-05,-2.636836e-04,-5.326965e-05
2,518,1,3,smooth,+6.2499752423,3.088815e-04,4.636162e-05,-2.625199e-04,-5.291833e-05
2,520,3,3,smooth,+0.0000000000,3.075039e-04,4.613806e-05,-2.613659e-04,-5.257044e-05
2,522,1,3,smooth,+6.2576675879,3.061378e-04,4.591646e-05,-2.602214e-04,-5.222593e-05
2,524,2,3,smooth,+0.0000000000,3.047831e-04,4.569679e-05,-2.590863e-04,-5.188476e-05
2,526,1,3,smooth,+6.2653012127,3.034396e-04,4.547903e-05,-2.579606e-04,-5.154688e-05
2,528,4,3,smooth,+0.0000000000,3.021072e-04,4.526314e-05,-2.568441e-04,-5.121225e-05
2,530,1,3,smooth,+6.2728770065,3.007858e-04,4.504911e-05,-2.557367e-04,-5.088083e-05
2,532,2,3,smooth,-6.2766434893,2.994752e-04,4.483691e-05,-2.546383e-04,-5.055257e-05
2,534,1,3,smooth,+6.2803958390,2.981753e-04,4.462652e-05,-2.535488e-04,-5.022743e-05
2,536,3,3,smooth,+0.0000000000,2.968860e-04,4.441792e-05,-2.524681e-04,-4.990538e-05
2,538,1,3,smooth,+6.2878585602,2.956072e-04,4.421109e-05,-2.513961e-04,-4.958637e-05
2,540,2,3,smooth,-18.8747074187,2.943386e-04,4.400601e-05,-2.503326e-04,-4.927036e-05
2,542,1,3,smooth,+6.2952660014,2.930803e-04,4.380264e-05,-2.492777e-04,-4.895732e-05
2,544,5,3,smooth,+0.0000000000,2.918321e-04,4.360099e-05,-2.482311e-04,-4.864721e-05
2,546,1,3,smooth,+6.3026189757,2.905938e-04,4.340101e-05,-2.471928e-04,-4.833998e-05
2,548,2,3,smooth,+0.0000000000,2.893653e-04,4.320270e-05,-2.461626e-04,-4.803560e-05
2,550,1,3,smooth,+6.3099182782,2.881467e-04,4.300602e-05,-2.451406e-04,-4.773404e-05
2,552,3,3,smooth,+0.0000000000,2.869376e-04,4.281098e-05,-2.441266e-04,-4.743526e-05
2,554,1,3,smooth,+6.3171646867,2.857380e-04,4.261753e-05,-2.431205e-04,-4.713923e-05
2,556,2,3,smooth,+0.0000000000,2.845479e-04,3.902175e-05,-2.455261e-04,-5.024983e-05
2,558,1,3,smooth,+6.3243589624,2.833670e-04,3.884630e-05,-2.445207e-04,-4.994433e-05
2,560,4,3,smooth,+0.0000000000,2.821953e-04,3.867227e-05,-2.435231e-04,-4.964160e-05
2,562,1,3,smooth,+6.3315018499,2.810328e-04,3.849966e-05,-2.425331e-04,-4.934160e-05
2,564,2,3,smooth,-6.3350542515,2.798792e-04,3.832845e-05,-2.415507e-04,-4.904429e-05
2,566,1,3,smooth,+6.3385940782,2.787344e-04,3.815861e-05,-2.405758e-04,-4.874964e-05
2,568,3,3,smooth,+0.0000000000,2.775985e-04,3.799014e-05,-2.396084e-04,-4.845762e-05
2,570,1,3,smooth,+6.3456363608,2.764712e-04,3.782302e-05,-2.386482e-04,-4.816819e-05
2,572,2,3,smooth,-6.3491389914,2.753526e-04,3.765722e-05,-2.376953e-04,-4.788133e-05
2,574,1,3,smooth,+6.3526293963,2.742424e-04,3.749275e-05,-2.367496e-04,-4.759699e-05
2,576,6,3,smooth,+0.0000000000,2.731406e-04,3.732957e-05,-2.358110e-04,-4.731516e-05
2,578,1,3,smooth,+6.3595738687,2.720471e-04,3.716769e-05,-2.348794e-04,-4.703581e-05
2,580,2,3,smooth,-6.3630281035,2.709619e-04,3.700707e-05,-2.339548e-04,-4.675889e-05
2,582,1,3,smooth,+6.3664704477,2.698847e-04,3.684772e-05,-2.330370e-04,-4.648439e-05
2,584,3,3,smooth,+0.0000000000,2.688156e-04,3.668960e-05,-2.321260e-04,-4.621227e-05
2,586,1,3,smooth,+6.3733197896,2.677544e-04,3.653272e-05,-2.312217e-04,-4.594250e-05
2,588,2,3,smooth,-12.7534538958,2.667011e-04,3.637705e-05,-2.303241e-04,-4.567506e-05
2,590,1,3,smooth,+6.3801225369,2.656556e-04,3.622258e-05,-2.294330e-04,-4.540993e-05
2,592,4,3,smooth,+0.0000000000,2.646178e-04,3.606931e-05,-2.285484e-04,-4.514706e-05
2,594,1,3,smooth,+6.3868793194,2.635875e-04,3.591721e-05,-2.276703e-04,-4.488644e-05
2,596,2,3,smooth,+0.0000000000,2.625648e-04,3.576627e-05,-2.267985e-04,-4.462804e-05
2,598,1,3,smooth,+6.3935907540,2.615496e-04,3.561648e-05,-2.259331e-04,-4.437184e-05
2,600,3,3,smooth,+6.3969296552,2.605417e-04,3.546783e-05,-2.250738e-04,-4.411780e-05
2,602,1,3,smooth,+6.4002574453,2.595411e-04,3.532030e-05,-2.242208e-04,-4.386590e-05
2,604,2,3,smooth,+0.0000000000,2.585477e-04,3.517389e-05,-2.233738e-04,-4.361612e-05
2,606,1,3,smooth,+6.4068799861,2.575614e-04,3.502857e-05,-2.225328e-04,-4.336844e-05
2,608,5,3,smooth,+0.0000000000,2.565822e-04,3.488435e-05,-2.216979e-04,-4.312283e-05
2,610,1,3,smooth,+6.4134589572,2.556100e-04,3.474120e-05,-2.208688e-04,-4.287926e-05
2,612,2,3,smooth,-12.8334645650,2.546447e-04,3.459912e-05,-2.200456e-04,-4.263771e-05
2,614,1,3,smooth,+6.4199949281,2.536863e-04,3.445809e-05,-2.192282e-04,-4.239817e-05
2,616,3,3,smooth,+0.0000000000,2.527346e-04,3.431810e-05,-2.184165e-04,-4.216060e-05
2,618,1,3,smooth,+6.4264884575,2.517896e-04,3.417915e-05,-2.176105e-04,-4.192499e-05
2,620,2,3,smooth,-6.4297194780,2.508513e-04,3.404121e-05,-2.168100e-04,-4.169130e-05
2,622,1,3,smooth,+6.4329400927,2.499195e-04,3.390429e-05,-2.160152e-04,-4.145953e-05
2,624,4,3,smooth,+0.0000000000,2.489942e-04,3.376836e-05,-2.152258e-04,-4.122965e-05
2,626,1,3,smooth,+6.4393503711,2.480753e-04,3.281791e-05,-2.152574e-04,-4.181715e-05
2,628,2,3,smooth,+0.0000000000,2.471629e-04,3.268711e-05,-2.144758e-04,-4.158782e-05
2,630,1,3,smooth,+6.4457198194,2.462567e-04,3.255726e-05,-2.136994e-04,-4.136035e-05
2,632,3,3,smooth,+0.0000000000,2.453567e-04,3.242834e-05,-2.129284e-04,-4.113470e-05
2,634,1,3,smooth,+6.4520489544,2.444630e-04,3.230035e-05,-2.121626e-04,-4.091086e-05
2,636,2,3,smooth,-6.4551985633,2.435753e-04,3.217327e-05,-2.114020e-04,-4.068881e-05
2,638,1,3,smooth,+6.4583382833,2.426937e-04,3.204710e-05,-2.106466e-04,-4.046853e-05
2,640,7,3,smooth,+0.0000000000,2.418181e-04,3.192183e-05,-2.098963e-04,-4.025000e-05
2,642,1,3,smooth,+6.4645883037,2.409484e-04,3.179744e-05,-2.091510e-04,-4.003320e-05
2,644,2,3,smooth,-6.4676987261,2.400846e-04,3.167394e-05,-2.084107e-04,-3.981811e-05
2,646,1,3,smooth,+6.4707995038,2.392266e-04,3.155130e-05,-2.076753e-04,-3.960472e-05
2,648,3,3,smooth,+6.4738906964,2.383744e-04,3.142953e-05,-2.069449e-04,-3.939300e-05
2,650,1,3,smooth,+6.4769723629,2.375279e-04,3.130861e-05,-2.062193e-04,-3.918294e-05
2,652,2,3,smooth,+0.0000000000,2.366870e-04,3.118853e-05,-2.054985e-04,-3.897451e-05
2,654,1,3,smooth,+6.4831073515,2.358517e-04,3.106929e-05,-2.047824e-04,-3.876771e-05
2,656,4,3,smooth,+0.0000000000,2.350220e-04,3.095088e-05,-2.040711e-04,-3.856252e-05
2,658,1,3,smooth,+6.4892049313,2.341977e-04,3.083328e-05,-2.033644e-04,-3.835891e-05
2,660,2,3,smooth,-19.4767195051,2.333789e-04,3.071650e-05,-2.026624e-04,-3.815687e-05
2,662,1,3,smooth,+6.4952655559,2.325654e-04,3.060052e-05,-2.019649e-04,-3.795639e-05
2,664,3,3,smooth,+0.0000000000,2.317573e-04,3.048533e-05,-2.012719e-04,-3.775745e-05
2,666,1,3,smooth,+6.5012896705,2.309544e-04,3.037093e-05,-2.005835e-04,-3.756002e-05
2,668,2,3,smooth,+0.0000000000,2.301568e-04,3.025731e-05,-1.998995e-04,-3.736410e-05
2,670,1,3,smooth,+6.5072777124,2.293643e-04,3.014446e-05,-1.992199e-04,-3.716968e-05
2,672,5,3,smooth,+0.0000000000,2.285770e-04,3.003238e-05,-1.985446e-04,-3.697672e-05
2,674,1,3,smooth,+6.5132301109,2.277947e-04,2.992105e-05,-1.978737e-04,-3.678523e-05
2,676,2,3,smooth,-3.2580965380,2.270175e-04,2.981047e-05,-1.972070e-04,-3.659518e-05
2,678,1,3,smooth,+6.5191472879,2.262453e-04,2.970063e-05,-1.965446e-04,-3.640656e-05
2,680,3,3,smooth,+0.0000000000,2.254780e-04,2.959152e-05,-1.958864e-04,-3.621935e-05
2,682,1,3,smooth,+6.5250296578,2.247156e-04,2.948315e-05,-1.952324e-04,-3.603355e-05
2,684,2,3,smooth,-13.0559158352,2.239580e-04,2.937549e-05,-1.945825e-04,-3.584913e-05
2,686,1,3,smooth,+6.5308776277,2.232052e-04,2.926855e-05,-1.939367e-04,-3.566608e-05
2,688,4,3,smooth,+0.0000000000,2.224572e-04,2.916232e-05,-1.932949e-04,-3.548439e-05
2,690,1,3,smooth,+6.5366915976,2.217139e-04,2.905678e-05,-1.926571e-04,-3.530404e-05
2,692,2,3,smooth,+0.0000000000,2.209753e-04,2.895194e-05,-1.920233e-04,-3.512502e-05
2,694,1,3,smooth,+6.5424719605,2.202412e-04,2.884779e-05,-1.913935e-04,-3.494732e-05
2,696,3,3,smooth,+0.0000000000,2.195118e-04,2.874431e-05,-1.907675e-04,-3.477093e-05
2,698,1,3,smooth,+6.5482191028,2.187869e-04,2.864151e-05,-1.901454e-04,-3.459582e-05
2,700,2,3,smooth,-13.1021606701,2.180665e-04,2.853938e-05,-1.895272e-04,-3.442199e-05
2,702,1,3,smooth,+6.5539334040,2.173506e-04,2.843791e-05,-1.889127e-04,-3.424943e-05
2,704,6,3,smooth,+0.0000000000,2.166391e-04,2.833709e-05,-1.883020e-04,-3.407811e-05
2,706,1,3,smooth,+6.5596152375,2.159320e-04,2.823692e-05,-1.876950e-04,-3.390804e-05
2,708,2,3,smooth,-6.5624440937,2.152292e-04,2.813740e-05,-1.870918e-04,-3.373920e-05
2,710,1,3,smooth,+6.5652649700,2.145307e-04,2.803851e-05,-1.864922e-04,-3.357157e-05
2,712,3,3,smooth,+0.0000000000,2.138364e-04,2.794026e-05,-1.858962e-04,-3.340514e-05
2,714,1,3,smooth,+6.5708829623,2.131464e-04,2.784263e-05,-1.853038e-04,-3.323991e-05
2,716,2,3,smooth,+0.0000000000,2.124606e-04,2.464370e-05,-1.878169e-04,-3.617777e-05
2,718,1,3,smooth,+6.5764695690,2.117789e-04,2.455781e-05,-1.872211e-04,-3.600437e-05
2,720,4,3,smooth,+0.0000000000,2.111014e-04,2.447247e-05,-1.866289e-04,-3.583219e-05
2,722,1,3,smooth,+6.5820251389,2.104279e-04,2.438767e-05,-1.860402e-04,-3.566123e-05
2,724,2,3,smooth,+0.0000000000,2.097584e-04,2.430340e-05,-1.854550e-04,-3.549146e-05
2,726,1,3,smooth,+6.5875500148,2.090930e-04,2.421966e-05,-1.848733e-04,-3.532288e-05
2,728,3,3,smooth,+0.0000000000,2.084315e-04,2.413644e-05,-1.842951e-04,-3.515548e-05
2,730,1,3,smooth,+6.5930445341,2.077740e-04,2.405374e-05,-1.837202e-04,-3.498924e-05
2,732,2,3,smooth,-6.5957805140,2.071203e-04,2.397156e-05,-1.831488e-04,-3.482415e-05
2,734,1,3,smooth,+6.5985090286,2.064706e-04,2.388988e-05,-1.825807e-04,-3.466021e-05
2,736,5,3,smooth,+0.0000000000,2.058246e-04,2.380871e-05,-1.820159e-04,-3.449740e-05
2,738,1,3,smooth,+6.6039438246,2.051825e-04,2.372804e-05,-1.814544e-04,-3.433571e-05
2,740,2,3,smooth,-6.6066501862,2.045441e-04,2.364787e-05,-1.808962e-04,-3.417513e-05
2,742,1,3,smooth,+6.6093492432,2.039095e-04,2.356819e-05,-1.803413e-04,-3.401565e-05
2,744,3,3,smooth,+0.0000000000,2.032785e-04,2.348899e-05,-1.797895e-04,-3.385726e-05
2,746,1,3,smooth,+6.6147256002,2.026513e-04,2.341028e-05,-1.792410e-04,-3.369995e-05
2,748,2,3,smooth,-6.6174029780,2.020277e-04,2.333205e-05,-1.786956e-04,-3.354370e-05
2,750,1,3,smooth,+6.6200732065,2.014076e-04,2.325429e-05,-1.781533e-04,-3.338852e-05
2,752,4,3,smooth,+0.0000000000,2.007912e-04,2.317701e-05,-1.776142e-04,-3.323439e-05
2,754,1,3,smooth,+6.6253923680,2.001783e-04,2.310018e-05,-1.770781e-04,-3.308130e-05
2,756,2,3,smooth,-19.8841241285,1.995690e-04,2.302383e-05,-1.765451e-04,-3.292923e-05
2,758,1,3,smooth,+6.6306833856,1.989631e-04,2.294792e-05,-1.760152e-04,-3.277819e-05
2,760,3,3,smooth,+0.0000000000,1.983607e-04,2.287248e-05,-1.754882e-04,-3.262816e-05
2,762,1,3,smooth,+6.6359465557,1.977617e-04,2.279748e-05,-1.749642e-04,-3.247913e-05
2,764,2,3,smooth,+0.0000000000,1.971661e-04,2.272293e-05,-1.744432e-04,-3.233110e-05
2,766,1,3,smooth,+6.6411821697,1.965739e-04,2.264883e-05,-1.739251e-04,-3.218405e-05
2,768,8,3,smooth,+0.0000000000,1.959850e-04,2.257516e-05,-1.734099e-04,-3.203797e-05
2,770,1,3,smooth,+6.6463905148,1.953995e-04,2.250192e-05,-1.728976e-04,-3.189286e-05
2,772,2,3,smooth,+0.0000000000,1.948172e-04,2.242912e-05,-1.723881e-04,-3.174871e-05
2,774,1,3,smooth,+6.6515718736,1.942382e-04,2.235675e-05,-1.718815e-04,-3.160550e-05
2,776,3,3,smooth,+0.0000000000,1.936625e-04,2.228480e-05,-1.713777e-04,-3.146324e-05
2,778,1,3,smooth,+6.6567265242,1.930900e-04,2.221327e-05,-1.708767e-04,-3.132190e-05
2,780,2,3,smooth,-19.9778817591,1.925206e-04,2.214216e-05,-1.703784e-04,-3.118150e-05
2,782,1,3,smooth,+6.6618547405,1.919544e-04,2.207146e-05,-1.698829e-04,-3.104200e-05
2,784,4,3,smooth,+0.0000000000,1.913913e-04,2.200117e-05,-1.693902e-04,-3.090341e-05
2,786,1,3,smooth,+6.6669567924,1.908314e-04,2.193129e-05,-1.689001e-04,-3.076572e-05
2,788,2,3,smooth,+0.0000000000,1.902745e-04,2.186181e-05,-1.684127e-04,-3.062893e-05
2,790,1,3,smooth,+6.6720329455,1.897207e-04,2.179273e-05,-1.679280e-04,-3.049301e-05
2,792,3,3,smooth,+6.6745613918,1.891699e-04,2.172405e-05,-1.674459e-04,-3.035797e-05
2,794,1,3,smooth,+6.6770834612,1.886222e-04,2.165576e-05,-1.669664e-04,-3.022380e-05
2,796,2,3,smooth,+0.0000000000,1.880774e-04,2.158786e-05,-1.664895e-04,-3.009048e-05
2,798,1,3,smooth,+6.6821085974,1.875355e-04,2.152035e-05,-1.660152e-04,-2.995802e-05
2,800,5,3,smooth,+0.0000000000,1.869967e-04,2.145322e-05,-1.655434e-04,-2.982641e-05
2,802,1,3,smooth,+6.6871086079,1.864607e-04,2.138647e-05,-1.650742e-04,-2.969563e-05
2,804,2,3,smooth,-6.6895992692,1.859276e-04,2.132010e-05,-1.646075e-04,-2.956568e-05
2,806,1,3,smooth,+6.6920837425,1.853974e-04,2.125410e-05,-1.641433e-04,-2.943656e-05
2,808,3,3,smooth,+0.0000000000,1.848700e-04,2.118847e-05,-1.636815e-04,-2.930825e-05
2,810,1,3,smooth,+6.6970342477,1.843455e-04,2.112321e-05,-1.632223e-04,-2.918075e-05
2,812,2,3,smooth,-6.6995003402,1.838237e-04,2.105832e-05,-1.627654e-04,-2.905405e-05
2,814,1,3,smooth,+6.7019603660,1.833048e-04,2.099379e-05,-1.623110e-04,-2.892814e-05
2,816,4,3,smooth,+0.0000000000,1.827886e-04,2.092962e-05,-1.618589e-04,-2.880303e-05
2,818,1,3,smooth,+6.7068623366,1.822751e-04,2.086580e-05,-1.614093e-04,-2.867869e-05
2,820,2,3,smooth,-6.7093043403,1.817643e-04,2.080234e-05,-1.609620e-04,-2.855513e-05
2,822,1,3,smooth,+6.7117403951,1.812563e-04,2.073923e-05,-1.605170e-04,-2.843234e-05
2,824,3,3,smooth,+0.0000000000,1.807509e-04,2.067647e-05,-1.600744e-04,-2.831031e-05
2,826,1,3,smooth,+6.7165947735,1.802481e-04,2.061405e-05,-1.596341e-04,-2.818903e-05
2,828,2,3,smooth,-13.4380263088,1.797480e-04,2.055198e-05,-1.591961e-04,-2.806851e-05
2,830,1,3,smooth,+6.7214257008,1.792506e-04,2.049024e-05,-1.587603e-04,-2.794872e-05
2,832,6,3,smooth,+0.0000000000,1.787557e-04,2.042884e-05,-1.583268e-04,-2.782967e-05
2,834,1,3,smooth,+6.7262334024,1.782633e-04,2.036778e-05,-1.578956e-04,-2.771135e-05
2,836,2,3,smooth,-6.7286286131,1.777736e-04,2.030705e-05,-1.574665e-04,-2.759376e-05
2,838,1,3,smooth,+6.7310181005,1.772863e-04,2.024664e-05,-1.570397e-04,-2.747688e-05
2,840,3,3,smooth,+13.4668037837,1.768016e-04,2.018657e-05,-1.566150e-04,-2.736072e-05
2,842,1,3,smooth,+6.7357800142,1.763194e-04,2.012681e-05,-1.561926e-04,-2.724526e-05
2,844,2,3,smooth,+0.0000000000,1.758396e-04,2.006738e-05,-1.557722e-04,-2.713050e-05
2,846,1,3,smooth,+6.7405193596,1.753623e-04,2.000827e-05,-1.553540e-04,-2.701643e-05
2,848,4,3,smooth,+0.0000000000,1.748875e-04,1.994948e-05,-1.549380e-04,-2.690306e-05
2,850,1,3,smooth,+6.7452363495,1.744150e-04,1.989100e-05,-1.545240e-04,-2.679036e-05
2,852,2,3,smooth,-6.7475865268,1.739450e-04,1.983283e-05,-1.541122e-04,-2.667834e-05
2,854,1,3,smooth,+6.7499311938,1.734774e-04,1.977497e-05,-1.537024e-04,-2.656700e-05
2,856,3,3,smooth,+0.0000000000,1.730121e-04,1.971741e-05,-1.532947e-04,-2.645632e-05
2,858,1,3,smooth,+6.7546040995,1.725491e-04,1.966016e-05,-1.528890e-04,-2.634630e-05
2,860,2,3,smooth,-6.7569323892,1.720886e-04,1.960322e-05,-1.524853e-04,-2.623694e-05
2,862,1,3,smooth,+6.7592552707,1.716303e-04,1.954657e-05,-1.520837e-04,-2.612823e-05
2,864,5,3,smooth,+0.0000000000,1.711743e-04,1.949022e-05,-1.516841e-04,-2.602016e-05
2,866,1,3,smooth,+6.7638849086,1.707206e-04,1.943417e-05,-1.512864e-04,-2.591273e-05
2,868,2,3,smooth,-6.7661917147,1.702692e-04,1.937840e-05,-1.508907e-04,-2.580593e-05
2,870,1,3,smooth,+6.7684932116,1.698200e-04,1.932293e-05,-1.504970e-04,-2.569977e-05
2,872,3,3,smooth,+0.0000000000,1.693730e-04,1.926775e-05,-1.501053e-04,-2.559422e-05
2,874,1,3,smooth,+6.7730803757,1.689283e-04,1.921286e-05,-1.497154e-04,-2.548930e-05
2,876,2,3,smooth,-6.7753660909,1.684857e-04,1.915825e-05,-1.493275e-04,-2.538499e-05
2,878,1,3,smooth,+6.7776465936,1.680454e-04,1.910392e-05,-1.489415e-04,-2.528129e-05
2,880,4,3,smooth,+0.0000000000,1.676072e-04,1.904987e-05,-1.485573e-04,-2.517820e-05
2,882,1,3,smooth,+6.7821920560,1.671712e-04,1.899610e-05,-1.481750e-04,-2.507570e-05
2,884,2,3,smooth,-6.7844570626,1.667373e-04,1.894261e-05,-1.477946e-04,-2.497380e-05
2,886,1,3,smooth,+6.7867169506,1.663055e-04,1.888939e-05,-1.474161e-04,-2.487249e-05
2,888,3,3,smooth,+0.0000000000,1.658758e-04,1.883644e-05,-1.470394e-04,-2.477177e-05
2,890,1,3,smooth,+6.7912214627,1.654482e-04,1.878376e-05,-1.466645e-04,-2.467162e-05
2,892,2,3,smooth,+0.0000000000,1.650227e-04,1.873135e-05,-1.462914e-04,-2.457206e-05
2,894,1,3,smooth,+6.7957057752,1.645993e-04,1.867921e-05,-1.459201e-04,-2.447306e-05
2,896,7,3,smooth,+0.0000000000,1.641779e-04,1.862733e-05,-1.455505e-04,-2.437463e-05
2,898,1,3,smooth,+6.8001700683,1.637585e-04,1.857571e-05,-1.451828e-04,-2.427676e-05
2,900,2,3,smooth,-23.8083816716,1.633412e-04,1.852436e-05,-1.448168e-04,-2.417946e-05
2,902,1,3,smooth,+6.8046145201,1.629258e-04,1.847326e-05,-1.444526e-04,-2.408270e-05
2,904,3,3,smooth,+0.0000000000,1.625125e-04,1.842241e-05,-1.440901e-04,-2.398650e-05
2,906,1,3,smooth,+6.8090393060,1.621011e-04,1.837183e-05,-1.437293e-04,-2.389084e-05
2,908,2,3,smooth,+0.0000000000,1.616917e-04,1.832149e-05,-1.433702e-04,-2.379572e-05
2,910,1,3,smooth,+6.8134445995,1.612842e-04,1.827140e-05,-1.430128e-04,-2.370114e-05
2,912,4,3,smooth,+0.0000000000,1.608787e-04,1.822157e-05,-1.426571e-04,-2.360710e-05
2,914,1,3,smooth,+6.8178305715,1.604751e-04,1.817198e-05,-1.423031e-04,-2.351358e-05
2,916,2,3,smooth,+0.0000000000,1.600734e-04,1.812264e-05,-1.419507e-04,-2.342059e-05
2,918,1,3,smooth,+6.8221973906,1.596736e-04,1.807354e-05,-1.416000e-04,-2.332811e-05
2,920,3,3,smooth,+0.0000000000,1.592756e-04,1.802468e-05,-1.412510e-04,-2.323616e-05
2,922,1,3,smooth,+6.8265452236,1.588796e-04,1.797607e-05,-1.409035e-04,-2.314472e-05
2,924,2,3,smooth,-20.4861362149,1.584854e-04,1.792769e-05,-1.405577e-04,-2.305378e-05
2,926,1,3,smooth,+6.8308742346,1.580930e-04,1.787955e-05,-1.402135e-04,-2.296335e-05
2,928,5,3,smooth,+0.0000000000,1.577025e-04,1.783164e-05,-1.398709e-04,-2.287343e-05
2,930,1,3,smooth,+6.8351845861,1.573138e-04,1.778397e-05,-1.395298e-04,-2.278400e-05
2,932,2,3,smooth,+0.0000000000,1.569269e-04,1.773653e-05,-1.391904e-04,-2.269506e-05
2,934,1,3,smooth,+6.8394764382,1.565418e-04,1.768932e-05,-1.388525e-04,-2.260662e-05
2,936,3,3,smooth,+6.8416154765,1.561585e-04,1.764234e-05,-1.385161e-04,-2.251866e-05
2,938,1,3,smooth,+6.8437499490,1.557769e-04,1.759558e-05,-1.381813e-04,-2.243118e-05
2,940,2,3,smooth,-6.8458798753,1.553971e-04,1.754905e-05,-1.378480e-04,-2.234418e-05
2,942,1,3,smooth,+6.8480052746,1.550190e-04,1.750275e-05,-1.375163e-04,-2.225766e-05
2,944,4,3,smooth,+0.0000000000,1.546427e-04,1.745666e-05,-1.371860e-04,-2.217161e-05
2,946,1,3,smooth,+6.8522425691,1.542681e-04,1.741080e-05,-1.368573e-04,-2.208603e-05
2,948,2,3,smooth,-6.8543545023,1.538952e-04,1.736516e-05,-1.365300e-04,-2.200091e-05
2,950,1,3,smooth,+6.8564619846,1.535240e-04,1.731973e-05,-1.362043e-04,-2.191626e-05
2,952,3,3,smooth,+0.0000000000,1.531545e-04,1.727453e-05,-1.358800e-04,-2.183206e-05
2,954,1,3,smooth,+6.8606636714,1.527867e-04,1.722953e-05,-1.355571e-04,-2.174832e-05
2,956,2,3,smooth,+0.0000000000,1.524205e-04,1.718475e-05,-1.352358e-04,-2.166503e-05
2,958,1,3,smooth,+6.8648477780,1.520560e-04,1.714018e-05,-1.349158e-04,-2.158219e-05
2,960,6,3,smooth,+0.0000000000,1.516931e-04,1.709583e-05,-1.345973e-04,-2.149979e-05
2,962,1,3,smooth,+6.8690144507,1.513319e-04,1.705168e-05,-1.342802e-04,-2.141784e-05
2,964,2,3,smooth,+0.0000000000,1.509723e-04,1.700773e-05,-1.339646e-04,-2.133632e-05
2,966,1,3,smooth,+6.8731638342,1.506143e-04,1.696400e-05,-1.336503e-04,-2.125524e-05
2,968,3,3,smooth,+0.0000000000,1.502579e-04,1.692047e-05,-1.333374e-04,-2.117459e-05
2,970,1,3,smooth,+6.8772960715,1.499031e-04,1.687714e-05,-1.330259e-04,-2.109437e-05
2,972,2,3,smooth,-13.7587116089,1.495498e-04,1.683402e-05,-1.327158e-04,-2.101457e-05
2,974,1,3,smooth,+6.8814113036,1.491982e-04,1.679109e-05,-1.324071e-04,-2.093520e-05
2,976,4,3,smooth,+0.0000000000,1.488481e-04,1.674837e-05,-1.320997e-04,-2.085625e-05
2,978,1,3,smooth,+6.8855096700,1.484995e-04,1.670584e-05,-1.317937e-04,-2.077771e-05
2,980,2,3,smooth,-13.7751051433,1.481525e-04,1.666351e-05,-1.314890e-04,-2.069959e-05
2,982,1,3,smooth,+6.8895913084,1.478070e-04,1.662137e-05,-1.311856e-04,-2.062188e-05
2,984,3,3,smooth,+0.0000000000,1.474630e-04,1.657943e-05,-1.308836e-04,-2.054457e-05
2,986,1,3,smooth,+6.8936563546,1.471206e-04,1.653768e-05,-1.305829e-04,-2.046768e-05
2,988,2,3,smooth,-6.8956826977,1.467796e-04,1.649612e-05,-1.302835e-04,-2.039118e-05
2,990,1,3,smooth,+6.8977049431,1.464402e-04,1.645475e-05,-1.299854e-04,-2.031508e-05
2,992,5,3,smooth,+0.0000000000,1.461022e-04,1.641358e-05,-1.296886e-04,-2.023938e-05
2,994,1,3,smooth,+6.9017372067,1.457657e-04,1.637259e-05,-1.293931e-04,-2.016407e-05
2,996,2,3,smooth,-6.9037472576,1.454306e-04,1.633178e-05,-1.290988e-04,-2.008915e-05
2,998,1,3,smooth,+6.9057532763,1.450970e-04,1.629116e-05,-1.288058e-04,-2.001462e-05
2,1000,3,4,smooth,+2.3025850930,1.447648e-04,1.625073e-05,-1.285141e-04,-1.994048e-05
2,1002,1,4,smooth,+6.9097532816,1.444341e-04,1.350273e-05,-1.309314e-04,-2.257447e-05
2,1004,2,4,smooth,+0.0000000000,1.441048e-04,1.346922e-05,-1.306356e-04,-2.249452e-05
2,1006,1,4,smooth,+6.9137373507,1.437769e-04,1.343586e-05,-1.303410e-04,-2.241498e-05
2,1008,4,4,smooth,+0.0000000000,1.434504e-04,1.340266e-05,-1.300478e-04,-2.233585e-05
2,1010,1,4,smooth,+6.9177056098,1.431253e-04,1.336960e-05,-1.297557e-04,-2.225711e-05
2,1012,2,4,smooth,-6.9196838498,1.428017e-04,1.333669e-05,-1.294650e-04,-2.217878e-05
2,1014,1,4,smooth,+6.9216581842,1.424793e-04,1.330393e-05,-1.291754e-04,-2.210084e-05
2,1016,3,4,smooth,+0.0000000000,1.421584e-04,1.327131e-05,-1.288871e-04,-2.202329e-05
2,1018,1,4,smooth,+6.9255951971,1.418388e-04,1.323884e-05,-1.286000e-04,-2.194613e-05
2,1020,2,4,smooth,-20.7826737188,1.415206e-04,1.320652e-05,-1.283141e-04,-2.186936e-05
2,1022,1,4,smooth,+6.9295167708,1.412037e-04,1.317434e-05,-1.280294e-04,-2.179297e-05
2,1024,10,4,smooth,+0.6931471806,1.408882e-04,1.314230e-05,-1.277459e-04,-2.171696e-05
2,1026,1,4,smooth,+6.9334230257,1.405740e-04,1.311040e-05,-1.274636e-04,-2.164134e-05
2,1028,2,4,smooth,+0.0000000000,1.402611e-04,1.307865e-05,-1.271824e-04,-2.156609e-05
2,1030,1,4,smooth,+6.9373140812,1.399495e-04,1.304703e-05,-1.269025e-04,-2.149121e-05
